timestamp,r
2012-01-03 11:00:00,1.987805347348304
2012-01-13 02:00:00,-1.0173390533274569
2012-01-18 01:00:00,-1.0195231562314833
2012-01-19 14:00:00,-1.0267861432618373
2012-01-23 09:00:00,-1.024164221165995
2012-01-25 14:00:00,-1.0204098542063778
2012-01-26 10:00:00,-0.055138990355996544
2012-02-07 15:00:00,-1.015900881443889
2012-02-13 04:00:00,1.983001094543667
2012-02-23 13:00:00,-1.015856084812989
2012-02-29 20:00:00,-0.06578589625105506
2012-03-13 12:00:00,1.9777652926320413
2012-03-14 17:00:00,-0.5121633902844666
2012-03-26 12:00:00,-1.0165978526142445
2012-03-29 14:00:00,-1.0329042667551431
2012-03-30 11:00:00,-1.017220508321507
2012-04-04 07:00:00,-0.32376453462397964
2012-04-16 04:00:00,-0.11653821931512172
2012-04-26 06:00:00,-0.5484848318509113
2012-05-08 06:00:00,1.9634273267326736
2012-05-09 02:00:00,0.051373485541769105
2012-05-21 03:00:00,-1.0319795797198132
2012-05-22 07:00:00,1.9697030712804973
2012-05-23 08:00:00,-1.010560271593063
2012-06-01 17:00:00,-0.19959698413679855
2012-06-13 12:00:00,-1.0214256659875556
2012-06-21 12:00:00,-0.5763954692114018
2012-07-03 11:00:00,-1.0229761758241758
2012-07-06 12:00:00,0.33757188903567825
2012-07-18 12:00:00,-1.0167589376751636
2012-07-25 17:00:00,0.11161161557417891
2012-08-08 06:00:00,-1.0333610795847752
2012-08-10 14:00:00,-1.0232723866419737
2012-08-15 07:00:00,-1.0172419097472924
2012-08-17 06:00:00,1.9777068304160688
2012-08-23 01:00:00,1.2687421744859324
2012-09-04 00:00:00,1.9593025245049003
2012-09-07 14:00:00,0.6581542053491625
2012-09-20 04:00:00,-1.030237462857143
2012-09-24 00:00:00,-1.0184359162349252
2012-10-04 04:00:00,-1.0469348782093482
2012-10-08 01:00:00,0.9543550707456994
2012-10-18 10:00:00,1.9537120070772969
2012-10-21 22:00:00,-0.24967578350901667
2012-11-01 11:00:00,-1.0470187858844895
2012-11-01 14:00:00,1.9598040628353979
2012-11-02 14:00:00,-1.0131139257242854
2012-11-07 04:00:00,-0.18905452792451027
2012-11-19 01:00:00,1.968384178784632
2012-11-23 17:00:00,-1.0188401775545892
2012-11-29 12:00:00,-1.0295401910737205
2012-12-04 04:00:00,1.9644002220102332
2012-12-06 15:00:00,-1.0297471178529756
2012-12-10 00:00:00,-1.0194715594235981
2012-12-18 18:00:00,0.2497010731818067
2012-12-31 05:00:00,1.9596714666666661
2013-01-02 12:00:00,-1.016316712196301
2013-01-04 00:00:00,-0.7478306678460868
2013-01-16 12:00:00,-1.0396448047337274
2013-01-17 17:00:00,-1.0148462688965163
2013-01-25 13:00:00,-1.0356526682756768
2013-01-30 15:00:00,-1.0183030525074817
2013-02-01 13:00:00,-1.0279092962447847
2013-02-11 13:00:00,1.9802003660915228
2013-02-19 15:00:00,1.9566749022252188
2013-02-20 19:00:00,-1.0081566191304348
2013-02-27 14:00:00,1.973014733889629
2013-03-01 09:00:00,-1.0133804734484966
2013-03-13 14:00:00,-1.0354212525552873
2013-03-18 13:00:00,-1.02070788593482
2013-03-27 13:00:00,-1.032647922606925
2013-04-02 16:00:00,1.9869257901836672
2013-04-12 19:00:00,1.995343668913721
2013-04-16 12:00:00,0.9024571744680852
2013-04-30 07:00:00,-1.020613364323068
2013-05-02 12:00:00,-1.0147399437990186
2013-05-14 00:00:00,-1.0263381754439447
2013-05-15 06:00:00,1.986926744275692
2013-05-17 19:00:00,-1.0087293158035955
2013-05-21 13:00:00,-1.0082494329051308
2013-05-22 17:00:00,-1.0065103717109842
2013-05-31 01:00:00,-1.013148075588122
2013-05-31 19:00:00,-1.009010441854161
2013-06-07 12:00:00,1.9878113019753354
2013-06-20 06:00:00,1.9928163944003776
2013-06-27 17:00:00,-1.0067938026842478
2013-07-01 05:00:00,0.6272524341173091
2013-07-12 06:00:00,-1.0236905375512417
2013-07-16 10:00:00,-1.0238099046447249
2013-07-18 12:00:00,1.9769110405749366
2013-07-22 05:00:00,-0.34604813894939684
2013-08-01 22:00:00,-1.0124169103108747
2013-08-12 13:00:00,1.2711889680340598
2013-08-23 14:00:00,-0.3014111445603601
2013-09-05 14:00:00,1.9897134112486292
2013-09-18 00:00:00,-1.0127813770491805
2013-09-18 23:00:00,-0.5931549533424268
2013-10-02 12:00:00,-1.013039752921536
2013-10-14 10:00:00,-1.0147188150413302
2013-10-15 18:00:00,1.9905959097010373
2013-10-25 10:00:00,-1.0272686799491313
2013-10-28 14:00:00,-1.025956615996817
2013-10-30 12:00:00,-1.0211080911865948
2013-10-31 11:00:00,1.9880058472760085
2013-11-12 18:00:00,-1.0222914089547879
2013-11-14 05:00:00,-1.0166558990400174
2013-11-20 14:00:00,1.9845210899574073
2013-12-04 13:00:00,-1.0207561312169309
2013-12-09 14:00:00,1.9780245702864756
2013-12-11 19:00:00,1.9703536717594874
2013-12-13 15:00:00,-1.018497875841436
2013-12-19 08:00:00,-0.6096787780716786
2014-01-06 01:00:00,-1.019562251968504
2014-01-07 12:00:00,1.9642763321299637
2014-01-09 12:00:00,1.9751038853288363
2014-01-14 16:00:00,-1.0270263155036656
2014-01-21 01:00:00,1.9652874919168595
2014-01-23 09:00:00,1.9806419197930143
2014-01-27 19:00:00,-0.35879302179744305
2014-02-10 06:00:00,1.982344054100919
2014-02-14 07:00:00,1.1320337555791566
2014-02-28 17:00:00,-1.029609171641791
2014-03-03 07:00:00,0.7329520166823627
2014-03-14 00:00:00,-1.0303522206896552
2014-03-18 01:00:00,1.9874526341707381
2014-03-26 07:00:00,-1.02981618274495
2014-03-27 08:00:00,-0.7382847120299842
2014-04-09 11:00:00,-1.0312323592814372
2014-04-10 01:00:00,-1.0198804126824357
2014-04-17 06:00:00,1.9688472698158526
2014-04-24 10:00:00,-1.0335791110137946
2014-04-25 10:00:00,-1.0328393164556962
2014-05-01 07:00:00,-1.019459166613974
2014-05-05 01:00:00,-0.052309088436252156
2014-05-15 12:00:00,1.9742821083988416
